N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
854.0,인터지스,3005.0,10.0,+0.33%,500.0,5889.0,3886.0,200.0
855.0,신풍제약우,40400.0,200.0,+0.50%,500.0,,,
856.0,동방아그로,6520.0,20.0,+0.31%,500.0,1341.0,2045.0,82.0
857.0,조비,17060.0,70.0,+0.41%,5000.0,846.0,1038.0,31.0
858.0,KODEX 은선물(H),4820.0,110.0,+2.34%,0.0,,,
859.0,삼화왕관,40900.0,0.0,0.00%,5000.0,1499.0,2433.0,81.0
860.0,코스맥스비티아이,9150.0,10.0,+0.11%,500.0,5760.0,9547.0,119.0
861.0,텔코웨어,9030.0,10.0,-0.11%,500.0,348.0,1222.0,12.0
862.0,한세엠케이,2910.0,30.0,+1.04%,500.0,2077.0,1291.0,-121.0
863.0,태평양물산,1799.0,28.0,+1.58%,500.0,8929.0,7650.0,14.0
864.0,국동,1570.0,67.0,+4.46%,500.0,2270.0,1685.0,-36.0
865.0,TIGER 200 건설,2825.0,25.0,-0.88%,0.0,,,
866.0,이건산업,7980.0,20.0,+0.25%,5000.0,2768.0,4193.0,321.0
867.0,큐로,378.0,0.0,0.00%,500.0,807.0,1659.0,-150.0
868.0,한창제지,1464.0,14.0,+0.97%,500.0,1822.0,2486.0,178.0
869.0,SK케미칼우,40900.0,600.0,+1.49%,5000.0,,,
870.0,두올,2615.0,35.0,+1.36%,2500.0,4956.0,4241.0,253.0
871.0,덕성,5490.0,0.0,0.00%,500.0,1152.0,1253.0,40.0
872.0,한솔로지스틱스,3130.0,5.0,-0.16%,500.0,7470.0,2666.0,303.0
873.0,한일철강,3220.0,75.0,+2.38%,500.0,2486.0,3387.0,296.0
874.0,ACE G2전기차&자율주행액티브,9140.0,175.0,+1.95%,0.0,,,
875.0,대원전선,1191.0,13.0,+1.10%,500.0,4750.0,2406.0,23.0
876.0,진양산업,6590.0,50.0,-0.75%,500.0,764.0,779.0,68.0
877.0,덕양산업,2630.0,45.0,+1.74%,500.0,13482.0,5236.0,63.0
878.0,한국프랜지,2805.0,10.0,-0.36%,1000.0,10039.0,6994.0,262.0
879.0,천일고속,59700.0,200.0,+0.34%,5000.0,293.0,627.0,-98.0
880.0,대유에이텍,737.0,8.0,+1.10%,500.0,16558.0,13210.0,423.0
881.0,마니커,1336.0,21.0,+1.60%,500.0,2527.0,1965.0,-130.0
882.0,제일연마,8450.0,160.0,+1.93%,500.0,797.0,1065.0,66.0
883.0,부산산업,79900.0,100.0,-0.12%,5000.0,1280.0,1338.0,4.0
884.0,신한 레버리지 은 선물 ETN(H),8405.0,350.0,+4.35%,0.0,,,
885.0,KODEX 미국메타버스나스닥액티브,6315.0,200.0,+3.27%,0.0,,,
886.0,DRB동일,4200.0,0.0,0.00%,500.0,5513.0,8320.0,6.0
887.0,KBSTAR 코스닥150선물레버리지,8160.0,310.0,+3.95%,0.0,,,
888.0,카프로,2090.0,0.0,0.00%,500.0,5824.0,3953.0,36.0
889.0,TIGER 미국다우존스30,20565.0,150.0,-0.72%,0.0,,,
890.0,NH프라임리츠,4470.0,80.0,+1.82%,500.0,26.0,945.0,23.0
891.0,TIGER 200선물레버리지,12040.0,260.0,+2.21%,0.0,,,
892.0,신한 인버스 2X WTI원유 선물 ETN(H),130.0,5.0,+4.00%,0.0,,,
893.0,오리엔트바이오,690.0,17.0,+2.53%,500.0,263.0,1050.0,-38.0
894.0,호전실업,8340.0,40.0,+0.48%,500.0,3449.0,3027.0,206.0
895.0,삼성공조,9960.0,110.0,+1.12%,500.0,796.0,2575.0,12.0
896.0,솔루스첨단소재1우,9550.0,300.0,+3.24%,100.0,,,
897.0,DSR제강,5600.0,120.0,+2.19%,500.0,2071.0,2417.0,43.0
898.0,국보,759.0,3.0,+0.40%,500.0,968.0,1023.0,-80.0
899.0,우진플라임,4000.0,10.0,-0.25%,500.0,2340.0,2764.0,166.0
900.0,서울식품,213.0,1.0,+0.47%,100.0,553.0,723.0,-36.0
901.0,비상교육,6140.0,40.0,-0.65%,500.0,2156.0,2715.0,77.0
902.0,ACE 미국WideMoat가치주,18385.0,270.0,+1.49%,0.0,,,
903.0,영흥,773.0,12.0,+1.58%,500.0,4086.0,5190.0,67.0
904.0,화승코퍼레이션,1563.0,14.0,+0.90%,500.0,13998.0,11552.0,102.0
905.0,사조오양,8300.0,40.0,+0.48%,5000.0,3289.0,3159.0,204.0
906.0,유니드비티플러스,7370.0,50.0,+0.68%,1000.0,,,
907.0,신송홀딩스,6610.0,100.0,+1.54%,500.0,1864.0,2482.0,69.0
908.0,하이스틸,3870.0,115.0,+3.06%,500.0,2262.0,2597.0,146.0
909.0,KBSTAR 미국단기투자등급회사채액티브,9355.0,65.0,-0.69%,0.0,,,
910.0,HANARO 200 TOP10,8165.0,140.0,+1.74%,0.0,,,
911.0,삼성 인버스 2X 코스닥150 선물 ETN,15485.0,745.0,-4.59%,0.0,,,
912.0,세원정공,7730.0,50.0,-0.64%,500.0,1152.0,6288.0,-109.0
913.0,유니온,4945.0,15.0,+0.30%,500.0,2159.0,3662.0,52.0
914.0,미래에셋맵스리츠,3835.0,75.0,+1.99%,1000.0,59.0,2925.0,38.0
915.0,한국종합기술,6980.0,50.0,+0.72%,500.0,2683.0,3394.0,72.0
916.0,ARIRANG 신흥국MSCI(합성 H),9670.0,65.0,+0.68%,0.0,,,
917.0,KODEX 차이나2차전지MSCI(합성),9015.0,55.0,-0.61%,0.0,,,
918.0,SG글로벌,1684.0,36.0,+2.18%,500.0,578.0,1870.0,-6.0
919.0,엔케이,946.0,2.0,-0.21%,500.0,691.0,1307.0,19.0
920.0,티웨이홀딩스,690.0,6.0,+0.88%,500.0,2267.0,8053.0,-1485.0
921.0,아센디오,892.0,0.0,0.00%,500.0,216.0,681.0,-36.0
922.0,유성기업,2900.0,50.0,+1.75%,500.0,2764.0,4100.0,75.0
923.0,삼일씨엔에스,5910.0,30.0,+0.51%,1000.0,2266.0,3519.0,136.0
924.0,KBSTAR 고배당,11800.0,5.0,-0.04%,0.0,,,
925.0,TIGER KRX바이오K-뉴딜,6050.0,70.0,+1.17%,0.0,,,
926.0,웰바이오텍,1120.0,0.0,0.00%,500.0,1216.0,1368.0,-39.0
927.0,상신브레이크,3460.0,35.0,+1.02%,500.0,3970.0,4936.0,122.0
928.0,KBSTAR 국채선물5년추종인버스,53360.0,0.0,0.00%,0.0,,,
929.0,KODEX 배당가치,12175.0,10.0,+0.08%,0.0,,,
930.0,대호에이엘,1426.0,16.0,+1.13%,500.0,1434.0,1450.0,18.0
931.0,화승알앤에이,3900.0,10.0,+0.26%,500.0,5058.0,4021.0,81.0
932.0,우성,23950.0,200.0,+0.84%,5000.0,4805.0,3446.0,9.0
933.0,대우부품,1549.0,28.0,+1.84%,500.0,992.0,944.0,11.0
934.0,CS홀딩스,63900.0,100.0,+0.16%,5000.0,1590.0,3537.0,196.0
935.0,TIGER 경기방어,9350.0,55.0,+0.59%,0.0,,,
936.0,두산2우B,82300.0,200.0,-0.24%,5000.0,,,
937.0,영보화학,3665.0,45.0,+1.24%,500.0,997.0,1799.0,59.0
938.0,인팩,7310.0,10.0,-0.14%,500.0,4393.0,3540.0,128.0
939.0,핸즈코퍼레이션,3325.0,20.0,+0.61%,500.0,5622.0,8950.0,-501.0
940.0,KBSTAR 국고채3년선물인버스,104360.0,50.0,-0.05%,0.0,,,
941.0,문배철강,3525.0,60.0,+1.73%,500.0,2049.0,2098.0,208.0
942.0,화천기계,3265.0,55.0,+1.71%,500.0,1759.0,1559.0,13.0
943.0,전방,42700.0,400.0,+0.95%,5000.0,1337.0,3833.0,74.0
944.0,KODEX WTI원유선물(H),14055.0,350.0,-2.43%,0.0,,,
945.0,KODEX 국고채30년액티브,102450.0,655.0,+0.64%,0.0,,,
946.0,KC그린홀딩스,3160.0,15.0,+0.48%,500.0,7508.0,9066.0,204.0
947.0,SJM,4535.0,25.0,+0.55%,500.0,1457.0,2413.0,77.0
948.0,KODEX Fn Top10동일가중,7685.0,80.0,+1.05%,0.0,,,
949.0,부국철강,3535.0,25.0,+0.71%,500.0,1957.0,1507.0,81.0
950.0,화천기공,32100.0,50.0,+0.16%,5000.0,2040.0,4254.0,33.0
951.0,티에이치엔,3920.0,15.0,+0.38%,500.0,4027.0,3399.0,198.0
952.0,평화산업,1283.0,2.0,-0.16%,500.0,4241.0,2201.0,59.0
953.0,세하,1214.0,9.0,+0.75%,1000.0,2044.0,1953.0,133.0
954.0,동양피스톤,5280.0,20.0,-0.38%,500.0,3546.0,3626.0,103.0
955.0,KODEX K-신재생에너지액티브,11105.0,120.0,+1.09%,0.0,,,
956.0,HANARO e커머스,12550.0,220.0,+1.78%,0.0,,,
957.0,TIGER 소프트웨어,10055.0,265.0,+2.71%,0.0,,,
958.0,파워 200,33385.0,360.0,+1.09%,0.0,,,
959.0,TIGER 화장품,2500.0,50.0,+2.04%,0.0,,,
960.0,한창,860.0,18.0,+2.14%,500.0,352.0,1343.0,-47.0
961.0,KODEX 미국반도체MV,10415.0,410.0,+4.10%,0.0,,,
962.0,KC코트렐,1960.0,38.0,+1.98%,500.0,3550.0,3851.0,46.0
963.0,TIGER 미국S&P500레버리지(합성 H),25580.0,810.0,+3.27%,0.0,,,
964.0,대림B&Co,4050.0,50.0,+1.25%,1000.0,2604.0,3266.0,24.0
965.0,모나미,3560.0,20.0,-0.56%,1000.0,1322.0,2025.0,51.0
966.0,우신시스템,3670.0,25.0,-0.68%,500.0,2623.0,3096.0,-115.0
967.0,한익스프레스,5600.0,10.0,+0.18%,500.0,7763.0,3748.0,57.0
968.0,KODEX 미국종합채권SRI액티브(H),98365.0,630.0,+0.64%,0.0,,,
969.0,TIGER 유로스탁스50(합성 H),14570.0,15.0,+0.10%,0.0,,,
970.0,코오롱인더우,24200.0,100.0,+0.41%,5000.0,,,
971.0,TIGER 차이나CSI300레버리지(합성),20795.0,240.0,-1.14%,0.0,,,
972.0,신한 WTI원유 선물 ETN(H),6675.0,175.0,-2.55%,0.0,,,
973.0,KODEX 한국대만IT프리미어,17105.0,350.0,+2.09%,0.0,,,
974.0,성안,1148.0,59.0,+5.42%,500.0,789.0,1416.0,-61.0
975.0,KBSTAR 중국본토대형주CSI100,18400.0,60.0,-0.33%,0.0,,,
976.0,일진디스플,1281.0,56.0,+4.57%,500.0,1014.0,1175.0,-355.0
977.0,하나 블룸버그 -2X 천연가스 선물 ETN(H),65960.0,10745.0,+19.46%,0.0,,,
978.0,미래아이앤지,467.0,64.0,-12.05%,100.0,78.0,997.0,9.0
979.0,메리츠 블룸버그 -2X 천연가스 선물 ETN(H),64900.0,9740.0,+17.66%,0.0,,,
980.0,성보화학,3240.0,35.0,+1.09%,500.0,577.0,1722.0,10.0
981.0,페이퍼코리아,1362.0,5.0,+0.37%,500.0,4353.0,4972.0,315.0
982.0,삼성 레버리지 천연가스 선물 ETN B,2585.0,520.0,-16.75%,0.0,,,
983.0,KODEX 미국달러선물레버리지,10650.0,210.0,-1.93%,0.0,,,
984.0,TIGER 국채3년,107200.0,195.0,+0.18%,0.0,,,
985.0,TIGER 200 중공업,3000.0,0.0,0.00%,0.0,,,
986.0,KODEX 차이나H레버리지(H),2755.0,15.0,+0.55%,0.0,,,
987.0,TRUE S&P500 선물 ETN,12750.0,35.0,+0.28%,0.0,,,
988.0,KODEX WTI원유선물인버스(H),4960.0,120.0,+2.48%,0.0,,,
989.0,에이엔피,1558.0,17.0,+1.10%,500.0,693.0,820.0,-120.0
990.0,KOSEF 인도Nifty50(합성),17525.0,345.0,-1.93%,0.0,,,
991.0,유한양행우,53300.0,500.0,+0.95%,1000.0,,,
992.0,화인베스틸,2110.0,40.0,+1.93%,500.0,1241.0,1832.0,55.0
993.0,서원,1323.0,5.0,+0.38%,500.0,2616.0,2934.0,151.0
994.0,미래에셋증권우,4450.0,115.0,+2.65%,5000.0,,,
995.0,삼정펄프,25050.0,150.0,+0.60%,5000.0,1381.0,2394.0,13.0
996.0,케이비아이동국실업,623.0,10.0,+1.63%,500.0,5214.0,5680.0,-733.0
997.0,KODEX 국채선물10년,65265.0,265.0,+0.41%,0.0,,,
998.0,ARIRANG 미국S&P500(H),17255.0,255.0,+1.50%,0.0,,,
999.0,GS우,34800.0,100.0,+0.29%,5000.0,,,
1000.0,TIGER 차이나HSCEI,9725.0,90.0,-0.92%,0.0,,,
1001.0,TIGER KEDI혁신기업ESG30,9855.0,150.0,+1.55%,0.0,,,
1002.0,TIGER 차이나바이오테크SOLACTIVE,8030.0,60.0,+0.75%,0.0,,,
1003.0,KBSTAR Fn컨택트대표,8395.0,15.0,-0.18%,0.0,,,
1004.0,미래산업,13100.0,550.0,+4.38%,500.0,483.0,1177.0,85.0
1005.0,유엔젤,4535.0,130.0,-2.79%,500.0,297.0,617.0,31.0
1006.0,태양금속,1618.0,10.0,-0.61%,500.0,4630.0,4477.0,-8.0
1007.0,TIGER Fn반도체TOP10,7640.0,160.0,+2.14%,0.0,,,
1008.0,대림통상,3865.0,25.0,-0.64%,1000.0,1552.0,1658.0,29.0
1009.0,미래에셋 전기전자 Core5 ETN,29390.0,435.0,+1.50%,0.0,,,
1010.0,평화홀딩스,4015.0,10.0,-0.25%,500.0,6277.0,5181.0,76.0
1011.0,현대건설우,55600.0,0.0,0.00%,5000.0,,,
1012.0,KB Wise 분할매매 ETN,9770.0,0.0,0.00%,0.0,,,
1013.0,신한 레버리지 코스닥 150 선물 ETN,23305.0,1620.0,+7.47%,0.0,,,
1014.0,DL우,34550.0,150.0,-0.43%,5000.0,,,
1015.0,MH에탄올,7800.0,40.0,+0.52%,500.0,1021.0,4515.0,233.0
1016.0,TRUE 나스닥 100 ETN,11490.0,275.0,+2.45%,0.0,,,
1017.0,진양화학,3610.0,30.0,+0.84%,500.0,348.0,337.0,-39.0
1018.0,KODEX 건설,2985.0,20.0,-0.67%,0.0,,,
1019.0,DL이앤씨2우(전환),26800.0,0.0,0.00%,5000.0,,,
1020.0,대신 S&P 인버스 2X 천연가스 선물 ETN,56000.0,8585.0,+18.11%,0.0,,,
1021.0,ACE 24-12 회사채(AA-이상)액티브,104170.0,220.0,+0.21%,0.0,,,
1022.0,SJM홀딩스,3745.0,40.0,+1.08%,500.0,1497.0,3292.0,79.0
1023.0,롯데칠성우,72000.0,200.0,-0.28%,500.0,,,
1024.0,KBSTAR 중기우량회사채,103900.0,245.0,+0.24%,0.0,,,
1025.0,부국증권우,18450.0,100.0,+0.54%,5000.0,,,
1026.0,TIGER 인버스,5220.0,60.0,-1.14%,0.0,,,
1027.0,KODEX 코스피TR,11935.0,120.0,+1.02%,0.0,,,
1028.0,KODEX 유럽탄소배출권선물ICE(H),14395.0,385.0,+2.75%,0.0,,,
1029.0,ACE 미국고배당S&P,10260.0,70.0,-0.68%,0.0,,,
1030.0,주연테크,913.0,30.0,+3.40%,200.0,882.0,597.0,-5.0
1031.0,선도전기,3000.0,0.0,0.00%,500.0,833.0,1679.0,-106.0
1032.0,삼성 코스피 풋매도 ETN,10790.0,0.0,0.00%,0.0,,,
1033.0,HANARO 글로벌럭셔리S&P(합성),17795.0,130.0,+0.74%,0.0,,,
1034.0,HANARO 32-10 국고채액티브,53450.0,225.0,+0.42%,0.0,,,
1035.0,KBSTAR 대형고배당10TR,14730.0,105.0,+0.72%,0.0,,,
1036.0,우진아이엔에스,6940.0,40.0,-0.57%,500.0,895.0,1147.0,-67.0
1037.0,대신 인버스 천연가스 선물 ETN(H),6570.0,490.0,+8.06%,0.0,,,
1038.0,에넥스,874.0,9.0,+1.04%,500.0,2018.0,1329.0,-123.0
1039.0,원림,22750.0,250.0,+1.11%,5000.0,797.0,1703.0,32.0
1040.0,TRUE 인버스 2X 나스닥 100 ETN,1740.0,140.0,-7.45%,0.0,,,
1041.0,TIGER 코스닥150 레버리지,8220.0,425.0,+5.45%,0.0,,,
1042.0,한국전자홀딩스,1098.0,10.0,+0.92%,500.0,3312.0,4636.0,385.0
1043.0,KR모터스,533.0,3.0,+0.57%,500.0,1335.0,1684.0,-27.0
1044.0,TIGER 미국필라델피아반도체레버리지(합성),8505.0,675.0,+8.62%,0.0,,,
1045.0,ARIRANG ESG가치주액티브,7740.0,50.0,+0.65%,0.0,,,
1046.0,미래에셋 레버리지 코스피200 선물 ETN,25265.0,775.0,+3.16%,0.0,,,
1047.0,키움 미국달러선물 ETN,10090.0,105.0,-1.03%,0.0,,,
1048.0,KBSTAR 금융채액티브,101230.0,215.0,+0.21%,0.0,,,
1049.0,키움 코스피 200 ETN,10040.0,100.0,+1.01%,0.0,,,
1050.0,다이나믹디자인,3600.0,50.0,+1.41%,500.0,530.0,1160.0,-183.0
1051.0,에쓰씨엔지니어링,1600.0,38.0,+2.43%,500.0,757.0,1164.0,-66.0
1052.0,KODEX 차이나H,17070.0,55.0,-0.32%,0.0,,,
1053.0,DL이앤씨우,23350.0,50.0,+0.21%,5000.0,,,
1054.0,KODEX 차이나A50,19740.0,125.0,-0.63%,0.0,,,
1055.0,동원금속,1055.0,9.0,+0.86%,500.0,3874.0,4569.0,117.0
1056.0,초록뱀헬스케어,581.0,8.0,+1.40%,500.0,186.0,1763.0,-18.0
1057.0,세우글로벌,1705.0,37.0,+2.22%,500.0,324.0,496.0,26.0
1058.0,삼성 블룸버그 인버스 2X WTI원유 선물 ETN,19545.0,770.0,+4.10%,0.0,,,
1059.0,ACE KRX금현물,11060.0,55.0,+0.50%,0.0,,,
1060.0,KODEX 미국S&P500배당귀족커버드콜(합성 H),9340.0,90.0,+0.97%,0.0,,,
1061.0,윌비스,720.0,5.0,+0.70%,1000.0,2765.0,2880.0,44.0
1062.0,TIGER 글로벌BBIG액티브,9650.0,250.0,+2.66%,0.0,,,
1063.0,미래에셋 인버스 2X 원유선물혼합 ETN(H),19085.0,790.0,+4.32%,0.0,,,
1064.0,호텔신라우,63400.0,0.0,0.00%,5000.0,,,
1065.0,진양폴리,4720.0,5.0,-0.11%,500.0,531.0,481.0,47.0
1066.0,형지엘리트,1510.0,9.0,+0.60%,500.0,1373.0,1092.0,39.0
1067.0,미래에셋 레버리지 코스닥150 선물 ETN,23330.0,1075.0,+4.83%,0.0,,,
1068.0,부산주공,634.0,4.0,+0.63%,500.0,1868.0,2397.0,-93.0
1069.0,SHD,38000.0,250.0,+0.66%,5000.0,1048.0,710.0,57.0
1070.0,TIGER 글로벌클라우드컴퓨팅INDXX,8150.0,290.0,+3.69%,0.0,,,
1071.0,KODEX 미국달러선물인버스2X,8030.0,150.0,+1.90%,0.0,,,
1072.0,KB 인버스 천연가스 선물 ETN,10055.0,695.0,+7.43%,0.0,,,
1073.0,HANARO Fn K-뉴딜디지털플러스,8955.0,140.0,+1.59%,0.0,,,
1074.0,센트럴인사이트,2490.0,0.0,0.00%,500.0,181.0,324.0,-50.0
1075.0,TRUE 레버리지 천연가스 선물 ETN(H),1285.0,260.0,-16.83%,0.0,,,
1076.0,동일제강,2205.0,10.0,+0.46%,500.0,1822.0,1805.0,79.0
1077.0,바다로19호,2940.0,5.0,+0.17%,5000.0,114.0,474.0,77.0
1078.0,SOL 미국배당다우존스,9305.0,30.0,-0.32%,0.0,,,
1079.0,QV 레버리지 S&P500 ETN,22330.0,465.0,+2.13%,0.0,,,
1080.0,이화산업,15950.0,150.0,+0.95%,5000.0,578.0,2748.0,-50.0
1081.0,참엔지니어링,758.0,23.0,+3.13%,500.0,1506.0,6991.0,26.0
1082.0,QV 코스닥 150 ETN,11060.0,355.0,+3.32%,0.0,,,
1083.0,영화금속,825.0,4.0,+0.49%,500.0,2355.0,2116.0,-164.0
1084.0,SUN&L,3490.0,10.0,+0.29%,1000.0,4653.0,5662.0,-219.0
1085.0,동원수산,9420.0,10.0,+0.11%,5000.0,1446.0,1009.0,62.0
1086.0,케이탑리츠,903.0,1.0,+0.11%,1000.0,320.0,2489.0,180.0
1087.0,KODEX 200미국채혼합,11760.0,40.0,+0.34%,0.0,,,
1088.0,남양유업우,258500.0,6000.0,+2.38%,5000.0,,,
1089.0,유화증권우,2455.0,5.0,+0.20%,1000.0,,,
1090.0,TIGER 레버리지,15295.0,350.0,+2.34%,0.0,,,
1091.0,에셋플러스 글로벌플랫폼액티브,5695.0,160.0,+2.89%,0.0,,,
1092.0,WISCOM,2785.0,10.0,+0.36%,500.0,1176.0,1353.0,0.0
1093.0,씨아이테크,973.0,35.0,+3.73%,500.0,472.0,795.0,9.0
1094.0,KODEX ESG종합채권(A-이상)액티브,102490.0,0.0,0.00%,0.0,,,
1095.0,비비안,1419.0,20.0,+1.43%,500.0,1879.0,1982.0,14.0
1096.0,TIGER KRX인터넷K-뉴딜,5030.0,140.0,+2.86%,0.0,,,
1097.0,SOL KIS단기통안채,102485.0,35.0,+0.03%,0.0,,,
1098.0,KODEX 아시아달러채권SRI플러스액티브,46955.0,245.0,-0.52%,0.0,,,
1099.0,KODEX 증권,6560.0,60.0,+0.92%,0.0,,,
1100.0,SOL 미국S&P500,10490.0,70.0,+0.67%,0.0,,,
1101.0,삼성 레버리지 은 선물 ETN(H),13935.0,570.0,+4.26%,0.0,,,
1102.0,TRUE 코스피 200 ETN,8360.0,115.0,+1.39%,0.0,,,
1103.0,삼성 코스피 200 ETN,8345.0,135.0,+1.64%,0.0,,,
1104.0,KODEX K-미래차액티브,9105.0,85.0,+0.94%,0.0,,,
1105.0,TRUE 블룸버그 레버리지 천연가스 선물 ETN,2070.0,425.0,-17.03%,0.0,,,
1106.0,신풍,1181.0,0.0,0.00%,500.0,259.0,939.0,-40.0
1107.0,미래에셋 원자재 선물 ETN(H),13755.0,265.0,-1.89%,0.0,,,
1108.0,동양고속,14140.0,70.0,-0.49%,5000.0,812.0,1688.0,-220.0
1109.0,KODEX 철강,8340.0,40.0,-0.48%,0.0,,,
1110.0,KOSEF 통안채1년,101955.0,85.0,+0.08%,0.0,,,
1111.0,ACE 삼성그룹섹터가중,15620.0,70.0,+0.45%,0.0,,,
1112.0,TIGER 퓨처모빌리티액티브,9225.0,200.0,+2.22%,0.0,,,
1113.0,세기상사,7580.0,110.0,-1.43%,500.0,179.0,464.0,-16.0
1114.0,삼성 미국 대형 성장주 ETN,20045.0,0.0,0.00%,0.0,,,
1115.0,ACE 단기채권알파액티브,101580.0,60.0,+0.06%,0.0,,,
1116.0,ACE 인도네시아MSCI(합성),10115.0,10.0,+0.10%,0.0,,,
1117.0,TIGER 미국나스닥바이오,19505.0,65.0,-0.33%,0.0,,,
1118.0,삼성 레버리지 China A50 선물 ETN(H),39325.0,90.0,+0.23%,0.0,,,
1119.0,TRUE 블룸버그 인버스 2X WTI원유 선물 ETN,19580.0,770.0,+4.09%,0.0,,,
1120.0,SK디스커버리우,28600.0,100.0,+0.35%,5000.0,,,
1121.0,삼성 미국 대형 가치주 ETN,19370.0,0.0,0.00%,0.0,,,
1122.0,신한 인버스 2X 코스닥 150 선물 ETN,15490.0,775.0,-4.76%,0.0,,,
1123.0,KODEX 차이나심천ChiNext(합성),11190.0,50.0,-0.44%,0.0,,,
1124.0,경인전자,24450.0,50.0,+0.20%,5000.0,274.0,659.0,20.0
1125.0,TRUE 코스피 양매도 3% OTM ETN,7670.0,0.0,0.00%,0.0,,,
1126.0,두산퓨얼셀2우B,12840.0,40.0,+0.31%,100.0,,,
1127.0,TIMEFOLIO Kstock액티브,8310.0,80.0,+0.97%,0.0,,,
1128.0,TBH글로벌,1830.0,97.0,+5.60%,500.0,1881.0,1170.0,53.0
1129.0,한국주강,3365.0,65.0,+1.97%,500.0,453.0,502.0,-6.0
1130.0,이스타코,888.0,17.0,+1.95%,500.0,71.0,821.0,-3.0
1131.0,KB 레버리지 S&P 500 선물 ETN(H),9490.0,300.0,+3.26%,0.0,,,
1132.0,대교우B,1950.0,31.0,+1.62%,500.0,,,
1133.0,태원물산,4975.0,330.0,+7.10%,500.0,147.0,374.0,-5.0
1134.0,삼성 미국 대형 성장주 ETN(H),18880.0,250.0,+1.34%,0.0,,,
1135.0,신한 레버리지 금 선물 ETN,18765.0,315.0,+1.71%,0.0,,,
1136.0,키움 코스닥 150 ETN,9315.0,315.0,+3.50%,0.0,,,
1137.0,TIGER 미국S&P500배당귀족,9790.0,10.0,-0.10%,0.0,,,
1138.0,삼성 코스닥 150 ETN,7400.0,155.0,+2.14%,0.0,,,
1139.0,신한 구리 선물 ETN(H),18425.0,45.0,-0.24%,0.0,,,
1140.0,삼성 미국 대형 가치주 ETN(H),18345.0,330.0,+1.83%,0.0,,,
1141.0,제이준코스메틱,9470.0,240.0,+2.60%,500.0,205.0,799.0,-173.0
1142.0,KODEX 200ESG,12150.0,115.0,+0.96%,0.0,,,
1143.0,TIGER 차이나클린에너지SOLACTIVE,8840.0,65.0,-0.73%,0.0,,,
1144.0,KBSTAR 게임테마,11135.0,215.0,+1.97%,0.0,,,
1145.0,KOSEF 국고채3년,108950.0,255.0,+0.23%,0.0,,,
1146.0,SOL 200 Top10,8330.0,175.0,+2.15%,0.0,,,
1147.0,KODEX 바이오,7960.0,115.0,+1.47%,0.0,,,
1148.0,TIGER 미국S&P500TR(H),10155.0,160.0,+1.60%,0.0,,,
1149.0,삼화전자,2930.0,50.0,+1.74%,1000.0,443.0,669.0,-40.0
1150.0,성문전자,1814.0,44.0,+2.49%,500.0,493.0,544.0,34.0
1151.0,TIGER 미국달러선물인버스2X,7990.0,160.0,+2.04%,0.0,,,
1152.0,한성기업,5660.0,50.0,+0.89%,5000.0,2515.0,1999.0,-58.0
1153.0,미래에셋 KRX금현물 Auto-KO-C 2312-01 ETN,11630.0,70.0,+0.61%,0.0,,,
1154.0,진도,2795.0,40.0,+1.45%,500.0,590.0,1364.0,38.0
1155.0,대한항공우,31100.0,100.0,+0.32%,5000.0,,,
1156.0,롯데지주우,42450.0,300.0,-0.70%,200.0,,,
1157.0,KODEX 미국달러선물인버스,9345.0,90.0,+0.97%,0.0,,,
1158.0,유안타증권우,2640.0,110.0,+4.35%,5000.0,,,
1159.0,한화투자증권우,7100.0,100.0,-1.39%,5000.0,,,
1160.0,KODEX IT,17000.0,330.0,+1.98%,0.0,,,
1161.0,하나 레버리지 콩 선물 ETN(H),33880.0,500.0,-1.45%,0.0,,,
1162.0,신한 레버리지 S&P500 선물 ETN,16845.0,385.0,+2.34%,0.0,,,
1163.0,메리츠 3X 레버리지 국채30년 ETN,55975.0,1490.0,+2.73%,0.0,,,
1164.0,TIGER 리츠부동산인프라채권TR KIS,5045.0,5.0,-0.10%,0.0,,,
1165.0,한솔PNS,1636.0,7.0,+0.43%,500.0,2629.0,1097.0,46.0
1166.0,QV 코스피 200 ETN,33440.0,570.0,+1.73%,0.0,,,
1167.0,삼성 레버리지 나스닥 100 ETN(H),8345.0,555.0,+7.12%,0.0,,,
1168.0,삼성 China A50 선물 ETN(H),16585.0,0.0,0.00%,0.0,,,
1169.0,세방우,8960.0,30.0,-0.33%,500.0,,,
1170.0,신한 레버리지 다우존스지수 선물 ETN(H),32955.0,75.0,+0.23%,0.0,,,
1171.0,삼성 레버리지 금 선물 ETN(H),32930.0,885.0,+2.76%,0.0,,,
1172.0,삼성 인버스 2X 나스닥 100 ETN(H),6585.0,475.0,-6.73%,0.0,,,
1173.0,QV 블룸버그 -2X 천연가스 선물 ETN(H),65810.0,10845.0,+19.73%,0.0,,,
1174.0,KOSEF 미국달러선물,13015.0,125.0,-0.95%,0.0,,,
1175.0,미래에셋 중국 심천 100 ETN,16200.0,60.0,+0.37%,0.0,,,
1176.0,KOSEF 릭소글로벌퓨처모빌리티MSCI,9505.0,30.0,+0.32%,0.0,,,
1177.0,TIGER 골드선물(H),13745.0,175.0,+1.29%,0.0,,,
1178.0,HANARO 200선물레버리지,17435.0,410.0,+2.41%,0.0,,,
1179.0,체시스,990.0,3.0,+0.30%,500.0,328.0,759.0,-75.0
